,distance_min,distance_max,distance_mean,distance_median,distance_std,distance_p10,distance_p25,distance_p50,distance_p75,distance_p90,speed_min,speed_max,speed_mean,speed_median,speed_std,speed_p10,speed_p25,speed_p50,speed_p75,speed_p90,acceleration_min,acceleration_max,acceleration_mean,acceleration_median,acceleration_std,acceleration_p10,acceleration_p25,acceleration_p50,acceleration_p75,acceleration_p90,bearing_min,bearing_max,bearing_mean,bearing_median,bearing_std,bearing_p10,bearing_p25,bearing_p50,bearing_p75,bearing_p90,jerk_min,jerk_max,jerk_mean,jerk_median,jerk_std,jerk_p10,jerk_p25,jerk_p50,jerk_p75,jerk_p90,bearing_rate_min,bearing_rate_max,bearing_rate_mean,bearing_rate_median,bearing_rate_std,bearing_rate_p10,bearing_rate_p25,bearing_rate_p50,bearing_rate_p75,bearing_rate_p90,brate_rate_min,brate_rate_max,brate_rate_mean,brate_rate_median,brate_rate_std,brate_rate_p10,brate_rate_p25,brate_rate_p50,brate_rate_p75,brate_rate_p90,stop_time_min,stop_time_max,stop_time_mean,stop_time_median,stop_time_std,stop_time_p10,stop_time_p25,stop_time_p50,stop_time_p75,stop_time_p90,isInValid,isPure,target,stopRate,starTime,endTime,isWeekDay,dayOfWeek,durationInSeconds,distanceTravelled,startToEndDistance,startLat,starLon,endLat,endLon,selfIntersect,modayDistance,tuesdayDistance,wednesdayDay,thursdayDistance,fridayDistance,saturdayDistance,sundayDistance,stopTotal,stopTotalOverDuration,userId
0,0.0,226.98411392376968,10.41402373074073,1.2816944957957594,27.465801256588783,0.7140574251337731,1.0016409476886667,1.2816944957957594,4.561209495749931,26.43359781356688,0.0,140.74656160577698,3.420397402610251,1.0540326093897447,13.359903360936295,0.2762357779742994,0.7219862562506013,1.0540326093897447,1.3033576137714271,3.3476580256027066,-140.13720914180098,139.74552452279357,0.10173280447429896,-0.003594116518069032,18.046594881509005,-1.3154350270517532,-0.2588096919035545,-0.003594116518069032,0.11078445838142359,0.8703807975655006,0.0,356.530436834167,198.41233098844427,204.85050229841397,76.14969063890422,80.7411759352591,152.49954047851648,204.85050229841397,252.05454839754285,289.4590082582003,-279.8827336645945,140.13976657892994,-0.12197782578715016,0.0020578941479867585,30.658323076255257,-1.52838019396349,-0.2277078276310586,0.0020578941479867585,0.5124361363157411,4.408966043664094,-248.79502196571713,254.19951155273833,-3.688629014303465,-3.1195907013170654e-07,75.58090461427791,-55.53972283091244,-9.735745062361588,-3.1195907013170654e-07,10.08824933507303,49.01343280069868,-438.06452950856004,400.6319775026576,1.2582581733724296,-0.007292583092876047,117.41908924693723,-155.12362397985862,-18.654812641724273,-0.007292583092876047,17.068529497305555,146.64420170539518,137.0,145.0,141.0,141.0,3.5355339059327378,137.3,137.75,141.0,144.25,144.7,False,True,walk,4,2008-04-02 09:09:26,2008-04-02 09:28:24,1,2,1138.0,3436.627831144441,458.4991157882394,39.477125,75.989985,39.47331,75.987962,2,0.0,0.0,3436.6278311444435,0.0,0.0,0.0,0.0,564.0,0.4956063268892794,1
1,0.0,520.8999492647263,28.225449484538423,8.496690037686301,71.03110647337307,2.1180204548038075,3.664445166484233,8.496690037686301,11.671089891525677,53.801520106419545,0.0,520.8999492647263,17.02074153362096,4.774684046271938,61.25894278958188,0.8201669647849228,2.494056758427139,4.774684046271938,10.082277110217822,11.52604979365621,-518.2824176186953,422.1539320805088,-2.28736129187443,-0.019149998660985545,70.71225002117036,-3.270782322647616,-0.4901143017561451,-0.019149998660985545,0.3581361833426602,1.865549729377706,0.0,358.0778354119926,241.38415754871622,249.09231643644728,90.10744538546727,73.41242589101189,232.2711155905887,249.09231643644728,279.19839592338724,354.91146071178946,-648.4021080654375,518.3612766653517,2.868031577457032,0.004949498257169482,99.52477600922957,-3.0539245490452025,-0.4185972821576581,0.004949498257169482,1.0165533939785236,26.545754995277157,-347.67599663149116,350.1677234909669,-3.8003932907213396,-0.06657444334116747,94.60558772541067,-137.3602758714027,-4.218453840558055,-0.06657444334116747,3.5916119606444568,58.28699385375468,-355.2861220236917,697.8437201224581,-5.217158719277967,-0.08116560678313688,136.03044055754867,-177.76673129493616,-13.595293576795655,-0.08116560678313688,6.30157299396752,83.28340212829369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,taxi,0,2008-04-02 09:30:57,2008-04-02 09:34:19,1,2,202.0,3866.886579381764,696.406292763156,39.473332,75.988222,39.474718,75.980312,0,0.0,0.0,3866.886579381763,0.0,0.0,0.0,0.0,0.0,0.0,1
2,0.0,3139.742847920711,157.60703785580301,31.538234047628173,460.30710972766263,5.0202091821251855,10.158539316018791,31.538234047628173,59.23748799268344,325.7569923706855,0.0,676.0902418679906,20.427677570826866,6.582371871968167,72.614805716583,0.9866609947823629,3.3250972901910867,6.582371871968167,9.959156849253016,12.690659420504135,-466.91373792876215,662.944825820803,-1.1374338959116679,0.038296996920113964,70.35667035603895,-1.3418699634799587,-0.216509576024407,0.038296996920113964,0.2516065083405647,0.8953029687702285,0.0,349.9564420150355,94.25111907493321,86.94197073491574,73.46182349199853,22.642481485335686,25.497470527877695,86.94197073491574,102.85645923657592,196.41937946922067,-827.2168745700797,466.96926231155953,0.8076402940341452,0.00010513492918126443,79.6509260640989,-0.7325481076011937,-0.16161050764442692,0.00010513492918126443,0.13346638962582308,2.31507667261108,-214.9522575347964,202.27790891035198,0.3979738076455576,-0.018396556164925235,38.04452006884044,-3.724769563306677,-1.024185567515623,-0.018396556164925235,0.9727009631276786,4.85391835688863,-224.78416021761362,214.82655430012983,0.2521518686054045,0.004809232489425157,39.58920598547634,-3.130530573374066,-0.5078464498043243,0.004809232489425157,0.7005381602263668,4.981219423774789,67.0,161.0,114.0,114.0,47.0,76.4,90.5,114.0,137.5,151.6,False,True,bus,2,2008-04-02 14:24:21,2008-04-02 14:50:38,1,2,1577.0,33097.47794971863,5590.355966548259,39.471673,75.98658,39.493502,76.045238,2,0.0,0.0,33097.47794971864,0.0,0.0,0.0,0.0,228.0,0.14457831325301204,1
3,0.0,225588.2940427089,7565.612376828567,1597.9548025385072,23921.878754876863,0.0,559.3939843452832,1597.9548025385072,1742.1251476452821,18559.071612027117,0.0,15874.300316448987,98.51837525905432,22.712376182748944,770.5526724504479,0.0,7.41371469014108,22.712376182748944,28.749697920629117,29.572103733862928,-7931.066275938504,273.69483304222393,-19.152715567778472,0.0,366.0025583038023,-0.15523019586963172,-0.02242280884820129,0.0,0.018843749424570518,0.10485891029819597,0.0,351.77851160116126,79.71087476683043,69.06407505094285,72.09817219146979,0.0,38.7503964477512,69.06407505094285,88.76273250713137,213.92347756034502,-141.46139843070222,3965.5322335905844,9.626885955450199,0.0,182.98396605072205,-0.002262408610526798,-0.0004513171812228811,0.0,0.0006700486628616543,0.03885266870813914,-97.76314203073083,49.22630977468421,-0.021288489754927382,0.0,7.040068005963072,-0.24648657218183628,-0.03300544780298015,0.0,0.023500662649930976,0.35717954613389474,-24.631624242716992,49.06797408273031,0.04723014968159678,0.0,3.4737430011864343,-0.01290341417312526,-0.0012291897168372969,0.0,0.0012251621993840747,0.026306980770229547,60.0,1481.0,726.8333333333334,702.5,562.6329225663528,88.0,186.75,702.5,1225.75,1390.0,False,True,train,6,2008-04-03 04:07:47,2008-04-03 14:30:26,1,3,37359.0,3760109.351283798,636598.4962532605,39.492748,76.047162,41.691468,83.009185,66,0.0,0.0,0.0,3760109.3512837947,0.0,0.0,0.0,4361.0,0.11673224658047593,1
4,0.0,177.00085550668084,88.50042775334042,88.50042775334042,88.50042775334042,17.700085550668085,44.25021387667021,88.50042775334042,132.75064163001062,159.30076995601274,0.0,0.4296137269579632,0.2148068634789816,0.2148068634789816,0.2148068634789816,0.04296137269579632,0.1074034317394908,0.2148068634789816,0.3222102952184724,0.3866523542621669,-0.0010427517644610758,-0.0010427517644610758,-0.0010427517644610758,-0.0010427517644610758,0.0,-0.0010427517644610758,-0.0010427517644610758,-0.0010427517644610758,-0.0010427517644610758,-0.0010427517644610758,0.0,264.9897163010636,132.4948581505318,132.4948581505318,132.4948581505318,26.49897163010636,66.2474290752659,132.4948581505318,198.7422872257977,238.49074467095724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.643178923060834,-0.643178923060834,-0.643178923060834,-0.643178923060834,0.0,-0.643178923060834,-0.643178923060834,-0.643178923060834,-0.643178923060834,-0.643178923060834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,walk,0,2008-04-03 14:32:24,2008-04-03 14:39:16,1,3,412.0,177.00085550668084,177.00085550668084,41.693487,83.016,41.693348,83.01387700000002,0,0.0,0.0,0.0,177.00085550668084,0.0,0.0,0.0,0.0,0.0,1
5,0.0,58.891293013697904,25.258362935894258,16.883795793984877,24.76080409729683,3.3767591587969754,8.441897896992439,16.883795793984877,37.88754440384139,50.4897935697553,0.0,0.49907875435337207,0.1853728683362421,0.057039850655354316,0.22304248224951928,0.011407970131070864,0.028519925327677158,0.057039850655354316,0.27805930250436317,0.41067097361376853,-0.0037460924042204895,-0.0001927021981599808,-0.0013771656001801502,-0.0001927021981599808,0.0016750842072714993,-0.003035414363008388,-0.001969397301190235,-0.0001927021981599808,-0.0001927021981599808,-0.00019270219815998083,0.0,294.5211845322966,191.72926275856946,280.66660374341177,135.6909970009491,56.13332074868236,140.33330187170588,280.66660374341177,287.5938941378542,291.75026837451964,0.0,3.0113476322546684e-05,1.0037825440848895e-05,0.0,1.4195628875182198e-05,0.0,0.0,0.0,1.5056738161273342e-05,2.4090781058037347e-05,-0.9950040017982994,0.11741170160071904,-0.6241987673319599,-0.9950040017982994,0.5243977915812327,-0.9950040017982995,-0.9950040017982994,-0.9950040017982994,-0.4387961500987902,-0.1050714390790846,-0.009427251723720496,0.0,-0.003142417241240165,0.0,0.004444049081196888,-0.007541801378976397,-0.004713625861860248,0.0,0.0,0.0,119.0,119.0,119.0,119.0,0.0,119.0,119.0,119.0,119.0,119.0,False,True,walk,1,2008-04-03 14:56:06,2008-04-03 15:01:02,1,3,296.0,75.77508880768278,16.883795793984877,41.71027,82.96556,41.710333,82.965375,0,0.0,0.0,0.0,75.77508880768278,0.0,0.0,0.0,119.0,0.40202702702702703,1
6,0.0,2075.0068184306147,307.6214211475996,124.30451670630282,480.48747046132047,9.959130889635352,15.59355051099547,124.30451670630282,307.4919959746338,892.8535850916535,0.0,1035.957467684367,38.31265218793982,12.20684092342022,131.90487912328706,0.5014459006109363,4.243892348190235,12.20684092342022,18.46797631720756,58.43037022006756,-512.5181895831555,70.73217353390713,-13.270055664915885,-0.02965149294868934,75.9489264946142,-12.877646812958684,-1.4085482198055863,-0.02965149294868934,0.3691363046467852,4.773247271489822,0.0,342.8658261978879,175.0388949138532,154.7252169243755,93.25484427045173,77.32250449605473,99.25140398739448,154.7252169243755,275.2210992430764,299.0940447071823,-72.44820901467465,326.96819705493726,10.61105194176826,0.020852641701053096,54.02033522073926,-3.628492364883305,-0.05965103371289664,0.020852641701053096,0.3410501903537214,13.919662400621053,-275.68030243473567,256.1831524681715,-3.6881505282368816,-0.15466689699114017,68.42411198324656,-37.68657680038204,-8.747386140384748,-0.15466689699114017,2.5214195164017377,12.120634220832866,-258.6977269852436,256.9522871187949,7.852286318355892,0.007257761334080566,75.82166296189048,-4.161481423188674,-1.64942880952027,0.007257761334080566,1.7106296331546575,48.368996289152506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,taxi,0,2008-04-03 16:55:24,2008-04-03 17:01:30,1,3,366.0,20303.013795741575,4083.56017191349,41.708665,82.96848299999998,41.69383300000001,83.013465,0,0.0,0.0,0.0,20303.01379574158,0.0,0.0,0.0,0.0,0.0,1
7,0.0,20004.317615627617,733.3445952714687,115.12446535600387,2158.0139572411795,10.286687582626135,26.394887329580023,115.12446535600387,538.7173598245612,1358.7544238909472,0.0,10002.158807813808,73.24938045664919,16.534381553292757,636.3217419186326,1.8520205290492517,5.179362541924082,16.534381553292757,27.060720855791832,29.581509919026292,-4989.891436622312,415.6159936071479,-17.921590607030673,0.0032914243050034984,315.50979211627686,-3.342730351303694,-0.49381625827017006,0.0032914243050034984,0.2394439055932757,2.1705899610724564,0.0,267.5784958625027,123.80279719951135,77.39663690392098,82.71487816567685,60.46037783535063,68.8813976964251,77.39663690392098,244.6938863997397,254.80987350490267,-225.2294762595608,2494.948032925208,8.862061444842475,0.0002590942218959358,158.58044901963024,-3.1630711117606385,-0.05128797318524382,0.0002590942218959358,0.31228702060441726,2.48721237346335,-179.54127891249783,180.38571263618974,7.469836963532267,0.004927099379771137,40.244401382850185,-8.595220315405616,-2.1601042902646554,0.004927099379771137,2.3994264961415683,16.157927714109935,-188.19435988921782,192.89930880748224,-0.5740733589298167,0.003501521468582327,51.34179046648492,-6.759593424806057,-0.508519009916828,0.003501521468582327,0.7217777683228865,4.020523925281101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,train,0,2008-04-03 18:32:57,2008-04-03 18:59:37,1,3,1600.0,184802.83800841012,27833.089083419876,41.693293,83.015353,41.76372,83.337102,0,0.0,0.0,0.0,184802.83800841,0.0,0.0,0.0,0.0,0.0,1
8,0.0,152953.01332917364,333.51521608056606,20.937937401119807,3292.141461696632,10.368352174034417,14.76265439520388,20.937937401119807,36.16016291749814,281.8814806386227,0.0,152953.01332917364,131.2925455420119,18.363636367846127,1971.7814699595135,6.601668783910071,11.966438068657247,18.363636367846127,26.875095031889042,34.40828809893007,-152926.42612143597,152944.29929703975,-1.4490937238414197,0.0017813595635489676,2790.973848044267,-24.42487911159016,-0.23086911498933205,0.0017813595635489676,0.2029376976224917,2.556473031328459,0.0,359.9369106754816,125.9153831647227,90.57707884536472,96.16401629498299,34.03697133196481,64.34372733858339,90.57707884536472,142.81116558912538,299.32599987601907,-305870.7254184757,152944.13399739424,-0.53113885722068,0.0035656514325119702,4824.983074853167,-26.35361384214578,-0.2374073067817938,0.0035656514325119702,2.960154548523896,87.12896870385777,-359.5455212809673,359.5527881785923,1.9169354930298452,-4.963959156611963e-06,76.89403455465563,-7.375515833870902,-0.762901518476383,-4.963959156611963e-06,0.805318583580231,17.4027138778714,-535.3728638341865,702.4594227957766,-0.08228143310179839,0.00927703541020719,129.00668304999652,-175.12975589805902,-0.9061321487350966,0.00927703541020719,1.8762156396258547,179.8738829024673,198.0,1391.0,622.3333333333334,278.0,544.5097693236448,214.0,238.0,278.0,834.5,1168.3999999999999,False,True,train,3,2008-04-03 19:00:00,2008-04-04 07:13:21,1,3,44001.0,6555908.602495687,478970.0181894978,41.765052,83.34479,43.149518,88.873142,0,0.0,0.0,0.0,3249376.3937692684,3306532.2087264443,0.0,0.0,1867.0,0.042430853844230815,1
9,0.0,79.0719127760719,13.856827926432615,7.096313979754579,19.848441243829704,0.0,1.507746292309844,7.096313979754579,16.573226551731725,31.69536002061738,0.0,19.409568363089317,1.8590684039660839,1.0687147969661297,3.575907329835829,0.0,0.09178734409499965,1.0687147969661297,1.5577485294725235,3.428829644300462,-17.63548986815067,17.113666357162515,-0.05984745765532796,-0.0018223646749668222,4.619073465678673,-1.0365332346599687,-0.14882633964369216,-0.0018223646749668222,0.07090906050337203,0.3009808700634413,0.0,333.53500699995527,143.78327284294318,103.29637845138444,116.24512742311413,0.0,26.952304064871498,103.29637845138444,270.00000546401066,280.09023994498955,-34.749156225313186,17.21047869115322,-0.5689688111686105,0.0013223895486970702,7.243701735054331,-0.07595620260633731,-0.014383255429000192,0.0013223895486970702,0.022760438194408376,0.4849123400291468,-270.00000546401066,178.72343579488577,-11.959127961091673,0.0,87.21126462868104,-47.24829112315166,-6.4496946277705565,0.0,7.810468844925936,47.86853006864411,-115.36884525409585,267.31767472031714,0.2731568275088908,0.0,57.22903745673421,-44.228552950245685,-1.3542659031801603,0.0,0.6286574779898279,2.4235681318830107,177.0,177.0,177.0,177.0,0.0,177.0,177.0,177.0,177.0,177.0,False,True,walk,1,2008-04-04 07:27:25,2008-04-04 07:30:24,1,4,179.0,401.84800986654585,93.39157147328915,43.150193,88.872033,43.151028,88.871912,4,0.0,0.0,0.0,0.0,401.84800986654585,0.0,0.0,177.0,0.9888268156424581,1
